Product Code,Product Name,Brand Name,Description,Image URLs,Rent,Deposit,Quantity,Price Type,Minimum Rental Period,Extra Rent
0118,0118 -  MULTICOLOR PALAZZO SHARARA - Rs. 1500/-,DOR,0118 -  MULTICOLOR PALAZZO SHARARA - Rs. 1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2FWhatsApp%20Image%202025-04-22%20at%2018.44.32%20(3).jpeg?alt=media&token=d65744bb-8cdb-4bd9-ae8a-e66d9e59e14d,1500,1500,1,daily,3,150
0119,0119 - MISTY GREEN PALAZZO SHARARA - Rs. 1500/-,DOR,0119 - MISTY GREEN PALAZZO SHARARA - Rs. 1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2FWhatsApp%20Image%202025-04-22%20at%2018.44.32%20(2).jpeg?alt=media&token=e7b75db5-2032-4973-bef4-8da924bbd431,1500,1500,1,daily,3,150
0120,0120 -  3pc DHOTI DRESS WITH CROP TOP - Rs. 1500/-,DOR,0120 -  3pc DHOTI DRESS WITH CROP TOP - Rs. 1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2FWhatsApp%20Image%202025-04-22%20at%2018.44.32%20(5).jpeg?alt=media&token=45cfed5a-c178-4fcc-bdc7-e9fb152ed802,1500,1500,1,daily,3,150
0121,0121 - GOLDEN MIRROR DUAL TONE DESIGNER SHARARA - Rs. 1500/-,DOR,0121 - GOLDEN MIRROR DUAL TONE DESIGNER SHARARA - Rs. 1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2FWhatsApp%20Image%202025-04-22%20at%2018.44.32%20(6).jpeg?alt=media&token=37966a9e-f60d-4737-88d3-ca7386201ee6,1500,1500,1,daily,3,150
0122,0122 -  PINK GARARA SUIT - Rs. 1500/-,DOR,0122 -  PINK GARARA SUIT - Rs. 1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2FWhatsApp%20Image%202025-04-22%20at%2018.44.32.jpeg?alt=media&token=a1687b96-dd9e-4bf9-be6e-6628161970f1,1500,1500,1,daily,3,150
0123,0123 -  BABY PINK SILK TOP & GEORGETTE PALAZZO EMBROIDERED SET WITH NET JACKET - Rs. 1500/-,DOR,0123 -  BABY PINK SILK TOP & GEORGETTE PALAZZO EMBROIDERED SET WITH NET JACKET - Rs. 1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2FWhatsApp%20Image%202025-04-22%20at%2018.44.32%20(1).jpeg?alt=media&token=6b82c451-21cd-4f8e-bf0c-ead693b21b75,1500,1500,1,daily,3,150
0124,0124 -  BLACK GEORGETTE TOP & PALAZZO EMBROIDERED SET WITH NET JACKET - Rs. 1500/-,DOR,0124 -  BLACK GEORGETTE TOP & PALAZZO EMBROIDERED SET WITH NET JACKET - Rs. 1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2FWhatsApp%20Image%202025-04-22%20at%2018.44.32%20(7).jpeg?alt=media&token=8bc7987b-345b-4db3-b8b2-ea118e92c59a,1500,1500,1,daily,3,150
0125,0125 -  STRIKING YELLOW DRAPED SAREE - Rs. 2000/-,DOR,0125 -  STRIKING YELLOW DRAPED SAREE - Rs. 2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2FWhatsApp%20Image%202025-04-22%20at%2018.44.32%20(8).jpeg?alt=media&token=a8decb23-3adf-4034-831d-f2ae5ac6df00,2000,2000,1,daily,3,200
0126,0126 -  BURNT ORANGE MUSLIN CRAPE HEAVY EMBROIDERED CROP WITH EMBROIDERED HEAVY FALLING SLEEVES - Rs. 1500/-,DOR,0126 -  BURNT ORANGE MUSLIN CRAPE HEAVY EMBROIDERED CROP WITH EMBROIDERED HEAVY FALLING SLEEVES - Rs. 1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2FWhatsApp%20Image%202025-04-22%20at%2018.44.31.jpeg?alt=media&token=3d2b30e0-639e-4b79-bd54-0b4d08b68115,1500,1500,1,daily,3,150
0127,0127 - BLUE DRAPED SAREE WITH EMBROIDERED NET BLOUSE - Rs. 1500/-,DOR,0127 - BLUE DRAPED SAREE WITH EMBROIDERED NET BLOUSE - Rs. 1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2FWhatsApp%20Image%202025-04-22%20at%2018.44.32%20(4).jpeg?alt=media&token=c9c551c7-d399-43a3-83b0-f0fa3a65950c,1500,1500,1,daily,3,150
0128,0128 - IVORY SLEEVLESS PAKISTANI SHARARA - Rs.1500/-,DOR,0128 - IVORY SLEEVLESS PAKISTANI SHARARA - Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F128.jpg?alt=media&token=ee3387c7-2043-42d9-a2df-42c55713ee81,1500,1500,1,daily,3,150
0129,0129 - IVORY SLEEVELESS GUJRATI SHARARA - Rs.1500/-,DOR,0129 - IVORY SLEEVELESS GUJRATI SHARARA - Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F129.jpg?alt=media&token=1e49dda5-4266-471c-8b8f-9db1c6587159,1500,1500,1,daily,3,150
0130,0130 - ORANGE KAUDI LACE CUT SHARARA Rs.1500/-,DOR,0130 - ORANGE KAUDI LACE CUT SHARARA Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F130.jpg?alt=media&token=f963b54f-1bce-4b1d-bfd7-8f488bf6fa98,1500,1500,1,daily,3,150
0131,0131 - IVORY FRONT SLIT ANARKALI SUIT - Rs.2000/-,DOR,0131 - IVORY FRONT SLIT ANARKALI SUIT - Rs.2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F131.jpg?alt=media&token=b5cc7090-7ef9-424f-86d6-da530a5021a8,2000,2000,1,daily,3,200
0132,0132 - DESIGNER PASTAL OLIVE GREEN SLEEVELESS ANARKALI WITH SKIRT Rs.2000/-,DOR,0132 - DESIGNER PASTAL OLIVE GREEN SLEEVELESS ANARKALI WITH SKIRT Rs.2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F132.jpg?alt=media&token=009be807-dd9f-4614-ac89-ac6417565e6c,2000,2000,1,daily,3,200
0133,0133 - RAJPUTI POSHAK Rs.2000/-,DOR,0133 - RAJPUTI POSHAK Rs.2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F133.jpg?alt=media&token=10eecb37-3551-453a-b67d-b9343c024351,2000,2000,1,daily,3,2000
0134,0134 - OFF SHOULDER LIGHT GRAY NET GOWN Rs.2000/-,DOR,0134 - OFF SHOULDER LIGHT GRAY NET GOWN Rs.2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F134.jpg?alt=media&token=a312831e-5d02-481d-a8ca-aa38840059e7,2000,2000,1,daily,3,2000
0135,0135 - OFF SHOULDER DARK GRAY NET GOWN Rs.2000/-,DOR,0135 - OFF SHOULDER DARK GRAY NET GOWN Rs.2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F135.jpg?alt=media&token=41e1ac7f-7fa1-432d-896b-a63c86285857,2000,2000,1,daily,3,200
0136,0136 - OFF SHOULDER BLACK NET GOWN Rs.2000/-,DOR,0136 - OFF SHOULDER BLACK NET GOWN Rs.2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F136.jpg?alt=media&token=9ae3984a-454b-4079-9215-8d4d68040b70,2000,2000,1,daily,3,200
0137,0137 -  OFF SHOULDER YELLOW NET GOWN Rs. 2200/-,DOR,0137 -  SINGLE SHOULDER CAPE SLEEVES YELLOW NET GOWN  Rs. 2200/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F137.jpg?alt=media&token=642f3ed6-1820-4429-abde-f6a352cf7903,2200,2200,1,daily,3,220
0138,0138 - OFF SHOULDER BABY PINK NET GOWN Rs.2200/-,DOR,0138 - OFF SHOULDER BABY PINK NET GOWN Rs.2200/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F138.jpg?alt=media&token=bf9a45e6-8cbd-4a12-bf46-7f622267f887,2200,2200,1,daily,3,220
0139,0139 - BLACK SATIN  BIG BOW SHOULDER SATIN GOWN Rs. 2000/-,DOR,0139 - BLACK SATIN  BIG BOW SHOULDER SATIN GOWN Rs. 2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F139.jpg?alt=media&token=aff2eb52-6ac2-4ff8-be77-badcbd31afda,2000,2000,1,daily,3,200
0140,0140 - BLOOD RED FLOWER SHOULDER CORSET TURKISH NET GOWN Rs.3000/-,DOR,0140 - BLOOD RED FLOWER SHOULDER CORSET TURKISH NET GOWN Rs.3000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F140.jpg?alt=media&token=8f94f278-9d85-4441-96ef-7ca85d2f5cba,3000,3000,1,daily,3,300
0141,"0141 - FULL SLEEVES GOLDEN BORDER WITH RANI PINK DUPATTA Rs. 2000/- ",DOR,"0141 - FULL SLEEVES GOLDEN BORDER WITH RANI PINK DUPATTA Rs. 2000/- ",https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F141.jpg?alt=media&token=41b7b476-732e-4c7e-97c4-df8572d820e7,2000,2000,1,daily,3,200
0142,0142 - PLASCON DEEP BLUE LEHENGA WITH GOLDEN WORK BLOUSE Rs. 2000/-,DOR,0142 - PLASCON DEEP BLUE LEHENGA WITH GOLDEN WORK BLOUSE Rs. 2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F142.jpg?alt=media&token=e9078204-3344-4154-b3c7-aa43cd82f40f,2000,2000,1,daily,3,200
0143,0143 -  LIGHT BEIGE LEHENGA WITH GOLDEN YELLOW DUPATTA Rs. 2000/-,DOR,0143 -  LIGHT BEIGE LEHENGA WITH GOLDEN YELLOW DUPATTA Rs. 2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F143.jpg?alt=media&token=3ef25212-722a-4a8e-b69b-e91a6ef4767b,2000,2000,1,daily,3,200
0144,0144 - BLACK FISHCUT LEHENGA WITH RUFFLE DUPATTA Rs. 2000/-,DOR,0144 - BLACK FISHCUT LEHENGA WITH RUFFLE DUPATTA Rs. 2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F144.jpg?alt=media&token=796efc0d-dec4-4615-b1b8-7da76865e0cc,2000,2000,1,daily,3,200
0145,0145 - GEORGETTE SILK DARK OLIVE LEHENGA Rs.2000/-,DOR,0145 - GEORGETTE SILK DARK OLIVE LEHENGA Rs.2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F145.jpg?alt=media&token=1aa6c7ab-b7fb-487a-bc00-fc6f2921477d,2000,2000,1,daily,3,200
0146,0146 - AZAZIE BURGANDY BRIDESMAID DRESS - Rs.1500/-,AZAZIE,0146 - AZAZIE BURGANDY BRIDESMAID DRESS - Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F146.jpg?alt=media&token=40b338d2-c419-490f-a878-ff1bd0e5050c,1500,1500,1,daily,3,150
0147,0147 - AZAZIE BLACK VELVET BRIDESMAID DRESS XXL - Rs.1500/-,AZAZIE,0147 - AZAZIE BLACK VELVET BRIDESMAID DRESS XXL - Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F147.jpg?alt=media&token=a0c2a595-6722-4a72-bcb2-248981113a84,1500,1500,1,daily,3,150
0148,0148 - BLACK VELVET BRIDSMAID SLIDE SLIT DRESS L - Rs.1500/-,AZAZIE,0148 - BLACK VELVET BRIDSMAID SLIDE SLIT DRESS L - Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F148.jpg?alt=media&token=565c6038-72ec-4078-abbc-4d05899cb381,1500,1500,1,daily,3,150
0149,0149 - PURPLE VELVET MAXI DRESS XS - Rs.1500/-,AZAZIE,0149 - PURPLE VELVET MAXI DRESS XS - Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F149.jpg?alt=media&token=28ee1b22-8a46-4b18-92fa-383cbd0e7de1,1500,1500,1,daily,3,150
0150,"0150 - WISTERIA A-LINE PLEATED MESH DRESS XS- Rs.1500/- ",AZAZIE,"0150 - WISTERIA A-LINE PLEATED MESH DRESS XS- Rs.1500/- ",https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F150.jpg?alt=media&token=bfd4cf38-7cae-4339-a39c-79398b5f99ea,1500,1500,1,daily,3,150
0151,0151 - DESERT ROSE A-LINE LACE CHIFFON DRESS S Rs.1500/-,AZAZIE,0151 - DESERT ROSE A-LINE LACE CHIFFON DRESS S Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F151.jpg?alt=media&token=cc03a743-bdc5-43ed-8a5c-3c80916134d2,1500,1500,1,daily,3,150
0152,0152 -  CABERNET HIGH NECK BRIDESMAID DRESS XL Rs.1500/-,AZAZIE,0152 -  CABERNET HIGH NECK BRIDESMAID DRESS XL Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F152.jpg?alt=media&token=cf1ce210-2327-4a63-9528-2c1e631a01f6,1500,1500,1,daily,3,150
0153,0153 -  CABERNET HIGH NECK SIDE SLIT CHIFFON DRESS XL Rs.1500/-,AZAZIE,0153 -  CABERNET HIGH NECK SIDE SLIT CHIFFON DRESS XL Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F153.jpg?alt=media&token=32723f35-3a01-4bab-a7c7-425edf067332,1500,1500,1,daily,3,150
0154,0154 - BLACK ONE SHOULDER BRIDESMAID CHIFFON DRESS L Rs.1500/-,AZAZIE,0154 - BLACK ONE SHOULDER BRIDESMAID CHIFFON DRESS L Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F154.jpg?alt=media&token=f0cf7f40-0b5e-4bd0-9c45-893e42bd3c37,1500,1500,1,daily,3,150
0155,0155 - RED ONE SHOULDER BRIDESMAID CHIFFON DRESS XXL Rs.1500/-,AZAZIE,0155 - RED ONE SHOULDER BRIDESMAID CHIFFON DRESS XXL Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F155.jpg?alt=media&token=7acc3b93-ee00-4197-b20f-ca9b94f87414,1500,1500,1,daily,3,150
0156,0156 - CABERNET CHIFFON BRIDESMAID DRESS L Rs.1500/-,AZAZIE,0156 - CABERNET CHIFFON BRIDESMAID DRESS L Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F156.jpg?alt=media&token=1f2a3664-345b-4f4b-965a-20bda30ee220,1500,1500,1,daily,3,150
0157,0157 - NEPTUNE A-LINE OFF SHOULDER GATHERED CHIFFON DRESS M Rs. 1500/-,AZAZIE,0157 - NEPTUNE A-LINE OFF SHOULDER GATHERED CHIFFON DRESS M Rs. 1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F157.jpg?alt=media&token=2f8b412a-e784-4ca5-900d-310a83396305,1500,1500,1,daily,3,150
0158,0158 - ROSETTE A-LINE CORSET CHIFFON DRESS M Rs.1500/-,AZAZIE,0158 - ROSETTE A-LINE CORSET CHIFFON DRESS M Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F158.jpg?alt=media&token=9f1ba65b-acd8-4f93-9fcb-830e403777cc,1500,1500,1,daily,3,150
0159,0159 - ENGLISH ROSE JEWEL NECK XXXL DRESS Rs.1500/-,AZAZIE,0159 - ENGLISH ROSE JEWEL NECK XXXL DRESS Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F159.jpg?alt=media&token=78209861-2de4-4785-82bb-869d152afc09,1500,1500,1,daily,3,150
0160,0160 - BLACK SIDE SLIT FLOUNCE SHOULDER CHIFFON DRESS L Rs.1500/-,AZAZIE,0160 - BLACK SIDE SLIT UMBRELLA SHOULDER CHIFFON DRESS L Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F160.jpg?alt=media&token=48354025-7884-4796-9bad-2226b9678f2e,1500,1500,1,daily,3,150
0161,0161 - PURPLE SEQUIN OFF SHOULDER ONE PIECE PARTY WEAR Rs.1500/-,DOR,0161 - PURPLE SEQUIN OFF SHOULDER ONE PIECE PARTY WEAR Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F161.jpg?alt=media&token=84e5b0ba-3e90-4c0d-9656-06bc52183884,2000,2000,1,daily,3,200
0162,0162 - Chiffon Tiered Skirt Max Bohemian Dress-Burgundy Rs. 1500/-,BABARONI,0162 - Chiffon Tiered Skirt Max Bohemian Dress-Burgundy Rs. 1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2FIMG_1290.jpg?alt=media&token=d2157dc3-5ac6-4046-a32a-7ac66ccdab25,1500,1500,1,daily,3,150
0163,0163 - JOVANI LACE DEEP V-NECK BLACK PROM DRESS RS. 2000/-,JOVANI,0163 - JOVANI LACE DEEP V-NECK BLACK PROM DRESS RS. 2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2FIMG_1288.jpg?alt=media&token=feabdeaa-4272-424d-9aa1-feb9e93da567,2000,2000,1,daily,3,200
0164,0164 - CREAM FAIRYTALE CHRISTINE LONG TAIL GOWN Rs. 2000/-,JOVANI,0164 - CREAM FAIRYTALE LONG TAIL GOWN Rs. 2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2FIMG_1291.jpg?alt=media&token=630a697a-d39f-4c53-ae85-d7e934cb19fa,2000,2000,1,daily,3,200
0165,0165 -  NEVY BLUE FLORAL BALL GOWN - Rs.3000/-,DOR,0165 -  NEVY BLUE FLORAL BALL GOWN - Rs.3000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2FIMG_2207_3.jpg?alt=media&token=8043802e-4965-40b7-b1e2-a9a4ca90d044,3000,3000,1,daily,3,300
0166,0166 - WHITE TAIL CHRISTINE GOWN - Rs. 3000/-,JOVANI,0166 - WHITE TAIL CHRISTINE GOWN - Rs. 3000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F166.jpg?alt=media&token=6bf2a17f-6d03-4cbf-9d64-7ded8ee5dbc1,3000,3000,1,daily,3,300
0167,0167 - AZAZIE GREEN HALTERNECK BRIDESMAID DRESS Rs. 1500/-,AZAZIE,0167 - AZAZIE GREEN HALTERNECK BRIDESMAID DRESS Rs. 1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F167.jpg?alt=media&token=bb3ad67c-25d1-4458-965a-8a7188fe5b77,1500,1500,1,daily,3,150
0168,0168 - WHITE FLORAL GOWN Rs. -  2000,JOVANI,0168 - WHITE FLORAL GOWN Rs. -  2000,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F168.jpg?alt=media&token=05c64a7e-ecbe-4b9d-a308-3f6c6b68b4df,2000,2000,1,daily,3,200
0169,0169 - ONION PINK HIGH NECK SHARARA Rs. 2000/-,DOR,0169 - ONION PINK HIGH NECK SHARARA Rs. 2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F169.jpg?alt=media&token=c9abffb6-d46b-4ac6-89ea-7782912b3582,2000,2000,1,daily,3,200
0170,0170 - PEARL WHITE CROP TOP WITH DHOTI Rs. 2000/-,DOR,0170 - PEARL WHITE CROP TOP WITH DHOTI Rs. 2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F170.jpg?alt=media&token=6f1915ce-c983-49a8-b2d4-ccfd8c316907,2000,2000,1,daily,3,200
0171,0171 - TISSUE JIMMY-CHOO SHINY PURPLE PAKISTANI SHARARA Rs. 2000/-,DOR,0171 - TISSUE JIMMY-CHOO SHINY PURPLE PAKISTANI SHARARA Rs. 2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F171.jpg?alt=media&token=ef981901-947a-4ccc-99c0-7a66900a9a78,2000,2000,1,daily,3,200
0172,0172 - TISSUE JIMMY-CHOO SHINY GREEN PAKISTANI SHARARA Rs. 2000/-,DOR,0172 - TISSUE JIMMY-CHOO SHINY GREEN PAKISTANI SHARARA Rs. 2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F172.jpg?alt=media&token=daadaab0-12e1-4512-b7e1-5435915b1c6b,2000,2000,1,daily,3,200
0173,0173 - DARK GREEN SHARARA Rs.1500/-,DOR,0173 - DARK GREEN SHARARA Rs.1500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F173.jpg?alt=media&token=25fc67d6-c4d2-46bf-9672-d22ce252a148,1500,1500,1,daily,3,150
0174,0174 - INDOWESTERN DRAPED SAREE WITH JACKET Rs.2000/-,DOR,0174 - INDOWESTERN DRAPPED DAREE WITH JACKET Rs.2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F174.jpg?alt=media&token=17b525e1-70be-4a43-8622-021df265e62a,2000,2000,1,daily,3,200
0175,0175 - PINK DHOTI SKIRT WITH FULL SLEEVES JACKET Rs. 2000/-,DOR,0175 - PINK DHOTI SKIRT WITH FULL SLEEVES JACKET Rs. 2000/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F175.jpg?alt=media&token=f6d78935-98ca-4f5b-bd92-f1b88c079435,2000,2000,1,daily,3,200
0176,0176 - STERLING YELLOW INDOWESTERN DHOTI WITH SHRUG Rs. 2500/-,DOR,0176 - STERLING YELLOW INDOWESTERN DHOTI WITH SHRUG Rs. 2500/-,https://firebasestorage.googleapis.com/v0/b/renting-wala-27d06.appspot.com/o/products%2F4444%2F176.jpg?alt=media&token=d0b0d88e-8765-4779-90e2-6884fca24eb4,2500,2500,1,daily,3,250
